GeneID,Symbol,Description,Synonyms,GeneType,EnsemblGeneID,Status,ChrAcc,ChrStart,ChrStop,Orientation,Length,GOFunctionID,GOProcessID,GOComponentID,GOFunction,GOProcess,GOComponent
25932,CLIC4,chloride intracellular channel 4,CLIC4L|H1|MTCLIC|huH1|p64H1,protein-coding,ENSG00000169504,active,NC_000001.11,24745447,24844321,positive,4253,GO:0005244///GO:0005254///GO:0005515,GO:0001525///GO:0001886///GO:0006821///GO:0007035///GO:0009566///GO:0030154///GO:0030216///GO:0030336///GO:0034765///GO:0035088///GO:0035264///GO:0048754///GO:0051493///GO:0061299///GO:0071277///GO:1902476,GO:0005737///GO:0005739///GO:0005813///GO:0005829///GO:0005886///GO:0005902///GO:0005911///GO:0009986///GO:0015629///GO:0015630///GO:0016020///GO:0016363///GO:0030496///GO:0030659///GO:0034707///GO:0045177///GO:0048471///GO:0070062,voltage-gated ion channel activity///chloride channel activity///protein binding,angiogenesis///endothelial cell morphogenesis///chloride transport///vacuolar acidification///fertilization///cell differentiation///keratinocyte differentiation///negative regulation of cell migration///regulation of ion transmembrane transport///establishment or maintenance of apical/basal cell polarity///multicellular organism growth///branching morphogenesis of an epithelial tube///regulation of cytoskeleton organization///retina vasculature morphogenesis in camera-type eye///cellular response to calcium ion///chloride transmembrane transport,cytoplasm///mitochondrion///centrosome///cytosol///plasma membrane///microvillus///cell-cell junction///cell surface///actin cytoskeleton///microtubule cytoskeleton///membrane///nuclear matrix///midbody///cytoplasmic vesicle membrane///chloride channel complex///apical part of cell///perinuclear region of cytoplasm///extracellular exosome
105376879,LINC02793,long intergenic non-protein coding RNA 2793,,ncRNA,,active,NC_000001.11,25039972,25047377,positive,2107,,,,,,
6007,RHD,Rh blood group D antigen,CD240D|DIIIc|HDFNRH|RH|RH30|RHCED|RHDVA(TT)|RHDel|RHPII|RHXIII|Rh4|RhDCw|RhII|RhK562-II|RhPI,protein-coding,ENSG00000187010,active,NC_000001.11,25272393,25330445,positive,4062,GO:0008519,GO:0072488///GO:0097272,GO:0005886,ammonium transmembrane transporter activity,ammonium transmembrane transport///ammonium homeostasis,plasma membrane
79000,AUNIP,aurora kinase A and ninein interacting protein,AIBP|C1orf135,protein-coding,ENSG00000127423,active,NC_000001.11,25831913,25859458,negative,2408,GO:0003684///GO:0005515,GO:0000724///GO:0007051///GO:2001033,GO:0000922///GO:0005634///GO:0005737///GO:0005813///GO:0090734,damaged DNA binding///protein binding,double-strand break repair via homologous recombination///spindle organization///negative regulation of double-strand break repair via nonhomologous end joining,spindle pole///nucleus///cytoplasm///centrosome///site of DNA damage
164091,PAQR7,progestin and adipoQ receptor family member 7,MPRA|PGLP|mSR,protein-coding,ENSG00000182749,active,NC_000001.11,25861484,25876707,negative,3697,GO:0003707///GO:0005496///GO:0005515///GO:0038023,GO:0043401///GO:0048477///GO:0048545,GO:0005886,nuclear steroid receptor activity///steroid binding///protein binding///signaling receptor activity,steroid hormone mediated signaling pathway///oogenesis///response to steroid hormone,plasma membrane
7780,SLC30A2,solute carrier family 30 member 2,PP12488|TNZD|ZNT2|ZnT-2,protein-coding,ENSG00000158014,active,NC_000001.11,26037252,26046118,negative,3249,GO:0005385///GO:0005515///GO:0042802///GO:0140826,GO:0006882///GO:0010043///GO:0061088///GO:0061090///GO:0062111///GO:0071577,GO:0005737///GO:0005743///GO:0005765///GO:0005770///GO:0005886///GO:0042589///GO:0043231,zinc ion transmembrane transporter activity///protein binding///identical protein binding///zinc:proton antiporter activity,cellular zinc ion homeostasis///response to zinc ion///regulation of sequestering of zinc ion///positive regulation of sequestering of zinc ion///zinc ion import into organelle///zinc ion transmembrane transport,cytoplasm///mitochondrial inner membrane///lysosomal membrane///late endosome///plasma membrane///zymogen granule membrane///intracellular membrane-bounded organelle
105376910,LOC105376910,uncharacterized LOC105376910,,ncRNA,,active,NC_000001.11,26048258,26050666,positive,2098,,,,,,
149420,PDIK1L,PDLIM1 interacting kinase 1 like,CLIK1L|STK35L2,protein-coding,ENSG00000175087,active,NC_000001.11,26109131,26125555,positive,6614,GO:0004672///GO:0004674///GO:0005515///GO:0005524///GO:0106310,GO:0006468///GO:0051321,GO:0005634///GO:0005654,protein kinase activity///protein serine/threonine kinase activity///protein binding///ATP binding///protein serine kinase activity,protein phosphorylation///meiotic cell cycle,nucleus///nucleoplasm
91544,UBXN11,UBX domain protein 11,COA-1|PP2243|SOC|SOCI|UBXD5,protein-coding,ENSG00000158062,active,NC_000001.11,26282282,26318265,negative,2072,GO:0005515///GO:0043130,GO:0043161,GO:0005829///GO:0005856,protein binding///ubiquitin binding,proteasome-mediated ubiquitin-dependent protein catabolic process,cytosol///cytoskeleton
79947,DHDDS,dehydrodolichyl diphosphate synthase subunit,CIT|CPT|DEDSM|DS|HDS|RP59|hCIT,protein-coding,ENSG00000117682,active,NC_000001.11,26432282,26471306,positive,3353,GO:0002094///GO:0005515///GO:0045547///GO:0046872,GO:0006489///GO:0016094,GO:0005783///GO:0005789///GO:1904423,polyprenyltransferase activity///protein binding///dehydrodolichyl diphosphate synthase activity///metal ion binding,dolichyl diphosphate biosynthetic process///polyprenol biosynthetic process,endoplasmic reticulum///endoplasmic reticulum membrane///dehydrodolichyl diphosphate synthase complex
6195,RPS6KA1,ribosomal protein S6 kinase A1,HU-1|MAPKAPK1|MAPKAPK1A|RSK|RSK1|p90Rsk,protein-coding,ENSG00000117676,active,NC_000001.11,26529761,26575028,positive,3715,GO:0000287///GO:0004674///GO:0004711///GO:0004712///GO:0005515///GO:0005524///GO:0043027///GO:0106310,GO:0006468///GO:0006915///GO:0007049///GO:0007165///GO:0007268///GO:0018105///GO:0030307///GO:0032007///GO:0035556///GO:0043066///GO:0043154///GO:0043555///GO:0043620///GO:0045597///GO:0045893///GO:0045944///GO:0072574///GO:2000491,GO:0005654///GO:0005737///GO:0005829///GO:0045202,magnesium ion binding///protein serine/threonine kinase activity///ribosomal protein S6 kinase activity///protein serine/threonine/tyrosine kinase activity///protein binding///ATP binding///cysteine-type endopeptidase inhibitor activity involved in apoptotic process///protein serine kinase activity,protein phosphorylation///apoptotic process///cell cycle///signal transduction///chemical synaptic transmission///peptidyl-serine phosphorylation///positive regulation of cell growth///negative regulation of TOR signaling///intracellular signal transduction///negative regulation of apoptotic process///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///regulation of translation in response to stress///regulation of DNA-templated transcription in response to stress///positive regulation of cell differentiation///positive regulation of DNA-templated transcription///positive regulation of transcription by RNA polymerase II///hepatocyte proliferation///positive regulation of hepatic stellate cell activation,nucleoplasm///cytoplasm///cytosol///synapse
388611,CD164L2,CD164 molecule like 2,EAPG6122|UNQ6122,protein-coding,ENSG00000174950,active,NC_000001.11,27379171,27383333,negative,1492,,,GO:0016020///GO:0031410,,,membrane///cytoplasmic vesicle
2537,IFI6,interferon alpha inducible protein 6,6-16|FAM14C|G1P3|IFI-6-16|IFI616,protein-coding,ENSG00000126709,active,NC_000001.11,27666061,27672229,negative,958,GO:0005515,GO:0001836///GO:0006915///GO:0006955///GO:0042058///GO:0043066///GO:0043154///GO:0045087///GO:0051607///GO:0051902///GO:0072593///GO:0097190///GO:0097193///GO:0098586///GO:2001240,GO:0005739///GO:0005743///GO:0005886///GO:0031966,protein binding,release of cytochrome c from mitochondria///apoptotic process///immune response///regulation of epidermal growth factor receptor signaling pathway///negative regulation of apoptotic process///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///innate immune response///defense response to virus///negative regulation of mitochondrial depolarization///reactive oxygen species metabolic process///apoptotic signaling pathway///intrinsic apoptotic signaling pathway///cellular response to virus///negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,mitochondrion///mitochondrial inner membrane///plasma membrane///mitochondrial membrane
22826,DNAJC8,DnaJ heat shock protein family (Hsp40) member C8,HSPC331|SPF31,protein-coding,ENSG00000126698,active,NC_000001.11,28200278,28233029,negative,1885,GO:0005515///GO:0030544,,GO:0005634///GO:0005654///GO:0005829///GO:0045171,protein binding///Hsp70 protein binding,,nucleus///nucleoplasm///cytosol///intercellular bridge
83667,SESN2,sestrin 2,HI95|SES2|SEST2,protein-coding,ENSG00000130766,active,NC_000001.11,28259452,28282491,positive,3528,GO:0004601///GO:0005092///GO:0005515///GO:0016684///GO:0032542///GO:0042731///GO:0044877///GO:0070728///GO:0140311,GO:0001932///GO:0006111///GO:0006635///GO:0009749///GO:0016239///GO:0030308///GO:0030330///GO:0032042///GO:0032147///GO:0032868///GO:0034198///GO:0034599///GO:0042149///GO:0042593///GO:0043491///GO:0046323///GO:0070328///GO:0071230///GO:0071233///GO:0072593///GO:0098869///GO:1900182///GO:1901031///GO:1902010///GO:1904262///GO:1904504///GO:1990253///GO:2000479,GO:0005634///GO:0005737///GO:0005739///GO:0005829///GO:1990316,"peroxidase activity///GDP-dissociation inhibitor activity///protein binding///oxidoreductase activity, acting on peroxide as acceptor///sulfiredoxin activity///PH domain binding///protein-containing complex binding///leucine binding///protein sequestering activity","regulation of protein phosphorylation///regulation of gluconeogenesis///fatty acid beta-oxidation///response to glucose///positive regulation of macroautophagy///negative regulation of cell growth///DNA damage response, signal transduction by p53 class mediator///mitochondrial DNA metabolic process///activation of protein kinase activity///response to insulin///cellular response to amino acid starvation///cellular response to oxidative stress///cellular response to glucose starvation///glucose homeostasis///protein kinase B signaling///glucose import///triglyceride homeostasis///cellular response to amino acid stimulus///cellular response to leucine///reactive oxygen species metabolic process///cellular oxidant detoxification///positive regulation of protein localization to nucleus///regulation of response to reactive oxygen species///negative regulation of translation in response to endoplasmic reticulum stress///negative regulation of TORC1 signaling///positive regulation of lipophagy///cellular response to leucine starvation///regulation of cAMP-dependent protein kinase activity",nucleus///cytoplasm///mitochondrion///cytosol///Atg1/ULK1 kinase complex
65979,PHACTR4,phosphatase and actin regulator 4,PPP1R124,protein-coding,ENSG00000204138,active,NC_000001.11,28369740,28500364,positive,6457,GO:0003779///GO:0008157///GO:0072542,GO:0001755///GO:0001843///GO:0007266///GO:0030036///GO:0043085///GO:0048484///GO:0051726///GO:0061386///GO:2001045,GO:0005737///GO:0030027,actin binding///protein phosphatase 1 binding///protein phosphatase activator activity,neural crest cell migration///neural tube closure///Rho protein signal transduction///actin cytoskeleton organization///positive regulation of catalytic activity///enteric nervous system development///regulation of cell cycle///closure of optic fissure///negative regulation of integrin-mediated signaling pathway,cytoplasm///lamellipodium
107984934,LOC107984934,uncharacterized LOC107984934,,ncRNA,,active,NC_000001.11,29604580,29689297,positive,2061,,,,,,
101929406,LINC01648,long intergenic non-protein coding RNA 1648,,ncRNA,ENSG00000233399,active,NC_000001.11,30013952,30037612,negative,1519,,,,,,
100129196,MATN1-AS1,MATN1 antisense RNA 1,,ncRNA,ENSG00000186056,active,NC_000001.11,30718772,30726746,positive,2050,,,,,,
51538,ZCCHC17,zinc finger CCHC-type containing 17,HSPC251|PS1D|pNO40,protein-coding,ENSG00000121766,active,NC_000001.11,31296982,31365722,positive,2690,GO:0003723///GO:0005515///GO:0008270///GO:0042802,GO:0043489,GO:0005730///GO:0022625,RNA binding///protein binding///zinc ion binding///identical protein binding,RNA stabilization,nucleolus///cytosolic large ribosomal subunit
149086,LDC1P,"leucine decarboxylase 1, pseudogene",LINC01225,pseudo,ENSG00000260386,active,NC_000001.11,31500085,31508566,positive,2113,,,,,,
64129,TINAGL1,tubulointerstitial nephritis antigen like 1,ARG1|LCN7|LIECG3|TINAGRP,protein-coding,ENSG00000142910,active,NC_000001.11,31576384,31587686,positive,2382,GO:0005201///GO:0005515///GO:0008234///GO:0043236,GO:0006508///GO:0016197,GO:0005576///GO:0005615///GO:0005764///GO:0062023///GO:0070062,extracellular matrix structural constituent///protein binding///cysteine-type peptidase activity///laminin binding,proteolysis///endosomal transport,extracellular region///extracellular space///lysosome///collagen-containing extracellular matrix///extracellular exosome
8073,PTP4A2,protein tyrosine phosphatase 4A2,HH13|HH7-2|HU-PP-1|OV-1|PRL-2|PRL2|PTP4A|PTPCAAX2|ptp-IV1a|ptp-IV1b,protein-coding,ENSG00000184007,active,NC_000001.11,31906421,31938368,negative,4184,GO:0004725///GO:0004727///GO:0005515///GO:0008138,GO:0006470,GO:0005634///GO:0005737///GO:0005769///GO:0005829///GO:0005886,protein tyrosine phosphatase activity///prenylated protein tyrosine phosphatase activity///protein binding///protein tyrosine/serine/threonine phosphatase activity,protein dephosphorylation,nucleus///cytoplasm///early endosome///cytosol///plasma membrane
5928,RBBP4,"RB binding protein 4, chromatin remodeling factor",NURF55|RBAP48|lin-53,protein-coding,ENSG00000162521,active,NC_000001.11,32651208,32686211,positive,7958,GO:0000978///GO:0005515///GO:0008094///GO:0031492///GO:0042393///GO:0042826,GO:0000122///GO:0006260///GO:0006334///GO:0006335///GO:0006338///GO:0006355///GO:0007049///GO:0007420///GO:0008285///GO:0016575///GO:0030336///GO:0030512///GO:0042659///GO:0045892///GO:0045893///GO:1902455///GO:1902459///GO:2000736,GO:0000118///GO:0000781///GO:0000785///GO:0005634///GO:0005654///GO:0005829///GO:0016580///GO:0016581///GO:0016589///GO:0032991///GO:0033186///GO:0035098///GO:1904949,"RNA polymerase II cis-regulatory region sequence-specific DNA binding///protein binding///ATP-dependent activity, acting on DNA///nucleosomal DNA binding///histone binding///histone deacetylase binding",negative regulation of transcription by RNA polymerase II///DNA replication///nucleosome assembly///DNA replication-dependent chromatin assembly///chromatin remodeling///regulation of DNA-templated transcription///cell cycle///brain development///negative regulation of cell population proliferation///histone deacetylation///negative regulation of cell migration///negative regulation of transforming growth factor beta receptor signaling pathway///regulation of cell fate specification///negative regulation of DNA-templated transcription///positive regulation of DNA-templated transcription///negative regulation of stem cell population maintenance///positive regulation of stem cell population maintenance///regulation of stem cell differentiation,"histone deacetylase complex///chromosome, telomeric region///chromatin///nucleus///nucleoplasm///cytosol///Sin3 complex///NuRD complex///NURF complex///protein-containing complex///CAF-1 complex///ESC/E(Z) complex///ATPase complex"
